"MachineName";"Manufacturer";"Model";"OperatingSystem";"OperatingSystem ServicePack";"BuildNumber";"Version";"InstallDate";"License";"Uptime";"BootDevice";"SystemDevice";"SystemDirectory";"WindowsDirectory";"OSArchitecture";"PowerShellVersion";"CurrentTimeZone";"Debug";"Distributed";"EncryptionLevel";"DNS Host Name";"Domain Role";"Roles";"Serial Number";"CPU Array";"CPU cores";"CPU LogicalProcessors";"RAM (GB)";"PageFilePath";"AutoManagedPageFile";"PageFileSize(MB)";"PageFileUsage(MB)";"PageFilePeakUsage(MB)";"TempPageFileInUse";"ProductKeyChannel";"UUID";"FQDN"
"DEINT194";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 5:40:24 PM";"Licensed";"10/31/2025 6:09:00 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT194";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b bf d5 89 80 12 e6-5c 39 6a 08 e8 6a 82 73";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys,E:\pagefile.sys";"False";"32768,32768";"0,0";"0,0";"False,False";"Volume:GVLK";"D5BF2B42-8089-E612-5C39-6A08E86A8273";"DEINT194.win.dom.sandvik.com"
"DEINT195";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 5:40:24 PM";"Licensed";"10/31/2025 6:09:06 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT195";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b f3 a5 5d 61 43 b5-f9 91 a0 00 a0 35 46 68";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"64";"C:\pagefile.sys,E:\pagefile.sys";"False";"42768,42768";"0,0";"0,0";"False,False";"Volume:GVLK";"A5F32B42-615D-B543-F991-A000A0354668";"DEINT195.win.dom.sandvik.com"
"DEINT203";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 7:40:24 PM";"Licensed";"10/19/2025 8:02:12 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DEINT203";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 1e c3 d4 5c d8 d1-15 22 ca 8a 7e 4e 29 3f";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"False";"8704";"177";"292";"False";"Volume:GVLK";"C31E2042-5CD4-D1D8-1522-CA8A7E4E293F";"DEINT203.win.dom.sandvik.com"
"DEINT208";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 7:40:24 PM";"Licensed";"10/31/2025 6:32:48 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"deint208";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 9d c9 fd 8f a5 77-92 04 94 77 fb 17 68 da";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"False";"8704";"300";"645";"False";"Volume:GVLK";"C99D2042-8FFD-77A5-9204-9477FB1768DA";"deint208.win.dom.sandvik.com"
"DEINT211";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"10/1/2022 3:22:46 AM";"Licensed";"10/19/2025 5:54:03 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT211";"Member Server";"LM_Workstation,LM_Server,Print,NT,Server_NT";"VMware-42 2b a0 bd 27 f6 f2 29-40 10 a0 37 65 f4 f8 3a";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"64";"C:\pagefile.sys";"False";"36000";"0";"0";"False";"Volume:GVLK";"BDA02B42-F627-29F2-4010-A03765F4F83A";"DEINT211.win.dom.sandvik.com"
"DEINT212";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"10/25/2025 6:01:06 AM";"Licensed";"10/31/2025 6:09:04 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"DEINT212";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b dd 0c e9 60 23 b8-91 ac c9 ad e3 43 2a 06";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys";"False";"32000";"282";"404";"False";"Volume:GVLK";"0CDD2B42-60E9-B823-91AC-C9ADE3432A06";"DEINT212.win.dom.sandvik.com"
"DEINT215";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"3/20/2025 10:18:57 AM";"Licensed";"10/19/2025 4:04:01 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DEINT215";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 59 6f 24 ed 7e 50-e4 45 46 5a c8 6f 79 ac";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"8";"C:\pagefile.sys";"False";"8704";"564";"641";"False";"Volume:GVLK";"6F592042-ED24-507E-E445-465AC86F79AC";"DEINT215.win.dom.sandvik.com"
"DEINT216";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"3/21/2025 3:27:59 AM";"Licensed";"10/18/2025 9:03:50 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"-360";"False";"False";"256";"DEINT216";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 a1 ab 6a 28 c3 f5-78 40 b3 d4 03 a3 5f 63";"INTEL(R) XEON(R) GOLD 6542Y";"4";"4";"8";"C:\pagefile.sys";"False";"8704";"138";"295";"False";"Volume:GVLK";"ABA12042-286A-F5C3-7840-B3D403A35F63";"DEINT216.win.dom.sandvik.com"
"DEINT218";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"5/28/2022 7:48:47 AM";"Licensed";"10/19/2025 4:05:00 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT218";"Member Server";"LM_Workstation,LM_Server,Print,NT,Server_NT";"VMware-42 20 f4 57 7d 2c 65 be-84 be eb 96 5e 2d ff a0";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"False";"8704";"314";"577";"False";"Volume:GVLK";"57F42042-2C7D-BE65-84BE-EB965E2DFFA0";"DEINT218.win.dom.sandvik.com"
"DEINT219";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 5:40:24 PM";"Licensed";"10/31/2025 6:09:07 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT219";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b df c2 b3 c6 d3 5e-06 26 b8 f3 05 ff 24 8d";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys,G:\pagefile.sys";"False";"32000,32000";"0,0";"0,0";"False,False";"Volume:GVLK";"C2DF2B42-C6B3-5ED3-0626-B8F305FF248D";"DEINT219.win.dom.sandvik.com"
"DEINT220";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 7:40:24 PM";"Licensed";"10/19/2025 4:10:42 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DEINT220";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b e5 8a 88 21 e6 c5-08 e7 72 e1 78 6a b4 1a";"INTEL(R) XEON(R) GOLD 6542Y";"8";"8";"64";"C:\pagefile.sys";"False";"69632";"0";"0";"False";"Volume:GVLK";"8AE52B42-2188-C5E6-08E7-72E1786AB41A";"DEINT220.win.dom.sandvik.com"
"DEINT221";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 7:40:24 PM";"Licensed";"10/29/2025 11:20:52 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"60";"False";"False";"256";"DEINT221";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 24 11 98 c2 54 55-9d d2 8f 50 1c 76 34 a0";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"32";"C:\pagefile.sys";"False";"4096";"0";"0";"False";"Volume:GVLK";"11242042-C298-5554-9DD2-8F501C7634A0";"DEINT221.win.dom.sandvik.com"
"DEINT226";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 5:40:24 PM";"Licensed";"11/3/2025 4:49:27 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"deint226";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 76 c3 bb 8f da a6-25 9f 57 a9 6d 40 05 68";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"96";"C:\pagefile.sys";"False";"102400";"0";"0";"False";"Volume:GVLK";"C3762042-8FBB-A6DA-259F-57A96D400568";"deint226.win.dom.sandvik.com"
"DEINT228";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"11/1/2025 5:58:35 AM";"Licensed";"11/1/2025 6:43:38 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"DEINT228";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 fa 7c 8c 3a 57 df-4d 63 f8 8d f7 72 e9 45";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"34816";"174";"238";"False";"Volume:GVLK";"7CFA2042-3A8C-DF57-4D63-F88DF772E945";"DEINT228.win.dom.sandvik.com"
"DEINT229";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"11/1/2025 6:09:49 AM";"Licensed";"11/1/2025 6:45:26 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"deint229";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 34 d0 8c 6c b5 47-52 ef 7a 1c be 0d 92 20";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys";"False";"34816";"176";"228";"False";"Volume:GVLK";"D0342042-6C8C-47B5-52EF-7A1CBE0D9220";"deint229.win.dom.sandvik.com"
"DEINT230";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"6/16/2018 12:40:24 PM";"Licensed";"10/19/2025 11:22:15 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"-360";"False";"False";"256";"DEINT230";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 34 4d 01 43 94 0f a4-11 3a eb 31 74 78 9a fc";"Intel(R) Xeon(R) Gold 6148 CPU @ 2.40GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"181";"283";"False";"Volume:GVLK";"014D3442-9443-A40F-113A-EB3174789AFC";"DEINT230.win.dom.sandvik.com"
"DEINT231";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/26/2025 12:26:56 PM";"Licensed";"10/19/2025 6:33:52 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"Deint231";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 0d 5c 69 d8 bf 49-db 00 c5 9a c7 96 c6 81";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"64";"C:\pagefile.sys,F:\pagefile.sys";"False";"64000,64000";"301,279";"337,281";"False,False";"Volume:GVLK";"5C0D2042-D869-49BF-DB00-C59AC796C681";"Deint231.win.dom.sandvik.com"
"DEINT236";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"4/26/2025 2:09:35 PM";"Licensed";"10/25/2025 3:52:53 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"deint236";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 c0 29 bf a7 46 81-6f 2e 10 03 e2 da a5 fc";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"8";"8";"48";"C:\pagefile.sys";"False";"4096";"280";"683";"False";"Volume:GVLK";"29C02042-A7BF-8146-6F2E-1003E2DAA5FC";"deint236.win.dom.sandvik.com"
"DEINT237";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-29 21:51:09";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT237";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 5e cc df 2d b3 22-c2 50 75 c0 7e 60 12 da";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"8";"8";"64";"C:\pagefile.sys";"False";"4096";"0";"0";"False";"Volume:GVLK";"CC5E2B42-2DDF-22B3-C250-75C07E6012DA";"DEINT237.win.dom.sandvik.com"
"DEINT238";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 4:03:14 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT238";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 82 1a 71 f2 04 02-95 f1 20 cb 40 65 ad a1";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"2";"2";"8";"C:\pagefile.sys";"True";"3014";"1153";"1725";"False";"Volume:GVLK";"1A822042-F271-0204-95F1-20CB4065ADA1";"DEINT238.win.dom.sandvik.com"
"DEINT23";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"27.09.2023 07:40:24";"Licensed";"31.10.2025 06:09:06";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT23";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 4e 56 64 1b 3c 62-48 1f 04 98 a7 d1 cc 3a";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"6";"6";"32";"C:\pagefile.sys,E:\pagefile.sys,G:\pagefile.sys";"False";"32000,32000,32768";"554,570,530";"568,585,555";"False,False,False";"Volume:GVLK";"564E2B42-1B64-623C-481F-0498A7D1CC3A";"DEINT23.win.dom.sandvik.com"
"DEINT240";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/31/2025 7:09:49 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Deint240";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 48 21 79 70 05 f9-f6 17 72 3e e3 b8 d3 06";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys";"True";"4864";"0";"0";"False";"Volume:GVLK";"21482B42-7079-F905-F617-723EE3B8D306";"Deint240.win.dom.sandvik.com"
"DEINT241";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/31/2025 7:08:43 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT241";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 94 a6 1b c7 a3 3d-ec f4 19 8c 37 58 a4 bd";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"64";"C:\pagefile.sys";"False";"69632";"0";"0";"False";"Volume:GVLK";"A6942B42-C71B-3DA3-ECF4-198C3758A4BD";"DEINT241.win.dom.sandvik.com"
"DEINT242";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/31/2025 7:08:44 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT242";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 29 8b b4 87 86 61-f1 14 b4 35 ad 3c e3 98";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"64";"C:\pagefile.sys";"False";"4096";"0";"0";"False";"Volume:GVLK";"8B292B42-87B4-6186-F114-B435AD3CE398";"DEINT242.win.dom.sandvik.com"
"DEINT244";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"5/3/2025 11:44:31 AM";"Licensed";"10/19/2025 4:07:10 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DEINT244";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT,DFS";"VMware-42 2b 28 f5 88 df 1e ba-75 de a0 64 90 1e 5f 46";"INTEL(R) XEON(R) GOLD 6542Y";"32";"32";"159.69";"P:\pagefile.sys";"False";"6459";"0";"0";"False";"Volume:GVLK";"F5282B42-DF88-BA1E-75DE-A064901E5F46";"DEINT244.win.dom.sandvik.com"
"DEINT246";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"10/4/2025 10:07:25 AM";"Licensed";"10/19/2025 7:53:27 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"DEINT246";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 20 ff 5e 1f 29 00 37-9f 7d 89 06 ee 31 42 1e";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"128";"C:\pagefile.sys,H:\pagefile.sys,S:\pagefile.sys";"False";"4096,64000,64000";"8,53,40";"285,646,499";"False,False,False";"Volume:GVLK";"5EFF2042-291F-3700-9F7D-8906EE31421E";"DEINT246.win.dom.sandvik.com"
"DEINT249";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"5/15/2019 2:02:29 PM";"Licensed";"10/31/2025 6:09:20 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"deint249";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 05 3f 37 1f 2f 36-60 5c db 09 9c cb 5b 86";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys,G:\pagefile.sys";"False";"34816,32000";"0,0";"0,0";"False,False";"Volume:GVLK";"3F052B42-1F37-362F-605C-DB099CCB5B86";"deint249.win.dom.sandvik.com"
"DEINT250";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2016 Standard";"0";"14393";"10.0.14393";"5/15/2019 2:02:29 PM";"Licensed";"10/19/2025 6:00:05 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume1";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.14393.8519";"0";"False";"False";"256";"DEINT250";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b a8 9f 58 fc e6 a2-42 ce 3d 60 cd 7a 13 e8";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys,E:\pagefile.sys,H:\pagefile.sys";"False";"19199,40480,20000";"11,177,9";"35,277,34";"False,False,False";"Volume:GVLK";"9FA82B42-FC58-A2E6-42CE-3D60CD7A13E8";"DEINT250.win.dom.sandvik.com"
"DEINT251";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/31/2025 7:09:01 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT251";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 89 89 ea 9e b0 5b-04 9c a6 ae a9 13 1a 3f";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"16";"16";"32";"C:\pagefile.sys";"True";"4864";"0";"0";"False";"Volume:GVLK";"89892B42-9EEA-5BB0-049C-A6AEA9131A3F";"DEINT251.win.dom.sandvik.com"
"DEINT252";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 4:03:48 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"deint252";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b aa 46 4e 9c 5a 1f-c2 26 83 4e 8e fc e5 79";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"True";"2432";"439";"764";"False";"Volume:GVLK";"46AA2B42-9C4E-1F5A-C226-834E8EFCE579";"deint252.win.dom.sandvik.com"
"DEINT253";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/31/2025 7:09:06 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume5";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"deint253";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b ad 1a bc 0f 1f 59-fe e2 0b 75 0b e2 77 ae";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"32";"32";"64";"C:\pagefile.sys";"True";"9728";"0";"0";"False";"Volume:GVLK";"1AAD2B42-0FBC-591F-FEE2-0B750BE277AE";"deint253.win.dom.sandvik.com"
"DEINT255";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 4:05:13 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"deint255";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 8c 10 0e e4 a1 fc-c6 c6 ca 11 cc 42 71 19";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"16";"C:\pagefile.sys";"True";"2432";"384";"722";"False";"Volume:GVLK";"108C2042-E40E-FCA1-C6C6-CA11CC427119";"deint255.win.dom.sandvik.com"
"DEINT256";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/19/2025 4:04:48 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT256";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT,DFS";"VMware-42 20 0a 9c d4 83 f9 cb-46 02 03 df 70 54 8f 79";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"32";"C:\pagefile.sys";"False";"4096";"356";"559";"False";"Volume:GVLK";"9C0A2042-83D4-CBF9-4602-03DF70548F79";"DEINT256.win.dom.sandvik.com"
"DEINT258";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"11/14/2019 11:07:44 PM";"Licensed";"10/29/2025 10:45:51 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"DEINT258";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 20 3d c4 4e 1d d2 1d-1d f7 b4 fe ef 55 63 c6";"Intel(R) Xeon(R) CPU E7-4860 v2 @ 2.60GHz";"4";"4";"16";"C:\pagefile.sys";"True";"17408";"88";"429";"False";"Volume:GVLK";"C43D2042-1D4E-1DD2-1DF7-B4FEEF5563C6";"DEINT258.win.dom.sandvik.com"
