"MachineName";"Manufacturer";"Model";"OperatingSystem";"OperatingSystem ServicePack";"BuildNumber";"Version";"InstallDate";"License";"Uptime";"BootDevice";"SystemDevice";"SystemDirectory";"WindowsDirectory";"OSArchitecture";"PowerShellVersion";"CurrentTimeZone";"Debug";"Distributed";"EncryptionLevel";"DNS Host Name";"Domain Role";"Roles";"Serial Number";"CPU Array";"CPU cores";"CPU LogicalProcessors";"RAM (GB)";"PageFilePath";"AutoManagedPageFile";"PageFileSize(MB)";"PageFileUsage(MB)";"PageFilePeakUsage(MB)";"TempPageFileInUse";"ProductKeyChannel";"UUID";"FQDN"
"SEINT2018";"Lenovo";"ThinkSystem SR650 -[7X06CTO1WW]-";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"9/29/2022 4:56:23 PM";"Licensed";"10/17/2025 10:25:08 AM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2018";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"J7003093";"Intel(R) Xeon(R) Silver 4215 CPU @ 2.50GHz";"16";"32";"127.68";"P:\pagefile.sys";"False";"131072";"0";"0";"False";"Volume:GVLK";"55EEDB68-9AC7-11EC-92DB-3A68DD713CB7";"SEINT2018.win.dom.sandvik.com"
"SEINT2023";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-19 12:37:56";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2023";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 43 fe 27 d7 b0 26-18 71 28 35 4e 5f e7 40";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"1";"1";"4";"C:\pagefile.sys";"False";"4352";"112";"246";"False";"Volume:GVLK";"FE432B42-D727-26B0-1871-28354E5FE740";"SEINT2023.win.dom.sandvik.com"
"SEINT2026";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"1/22/2025 1:12:57 PM";"Licensed";"10/25/2025 1:51:00 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume4";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2026";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 32 7e d9 e0 ac ed-27 56 34 ee d5 70 87 0e";"Intel(R) Xeon(R) Gold 6256 CPU @ 3.60GHz";"6";"6";"64";"C:\pagefile.sys";"True";"4096";"107";"258";"False";"Volume:GVLK";"7E322B42-E0D9-EDAC-2756-34EED570870E";"SEINT2026.win.dom.sandvik.com"
"SEINT2027";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 22:32:17";"Licensed";"2025-10-21 09:59:20";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"180";"False";"False";"256";"SEINT2027";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 96 3a d0 d5 6b f2-44 c8 76 e6 82 3b 12 2e";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"96";"C:\pagefile.sys";"False";"102400";"562";"866";"False";"Volume:GVLK";"3A962B42-D5D0-F26B-44C8-76E6823B122E";"SEINT2027.win.dom.sandvik.com"
"SEINT2028";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 22:32:17";"Licensed";"2025-10-31 09:08:47";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"180";"False";"False";"256";"SEINT2028";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 62 72 17 b2 91 0d-55 0a aa 6a 62 31 5d 2b";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"24";"24";"96";"C:\pagefile.sys";"False";"32768";"1312";"2469";"False";"Volume:GVLK";"72622B42-B217-0D91-550A-AA6A62315D2B";"SEINT2028.win.dom.sandvik.com"
"SEINT2031";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-19 12:46:36";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2031";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 7e 7d d8 54 9e b6-5c 72 28 ae 59 a8 82 48";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"1";"1";"4";"C:\pagefile.sys";"False";"4352";"131";"299";"False";"Volume:GVLK";"7D7E2B42-54D8-B69E-5C72-28AE59A88248";"SEINT2031.win.dom.sandvik.com"
"SEINT2039";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-16 04:03:03";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2039";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b d9 62 4e ef a5 57-d3 e9 9a d7 e5 51 6c 2c";"Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"86";"206";"False";"Volume:GVLK";"62D92B42-EF4E-57A5-D3E9-9AD7E5516C2C";"SEINT2039.win.dom.sandvik.com"
"SEINT2040";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-16 04:03:04";"\Device\HarddiskVolume4";"\Device\HarddiskVolume6";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2040";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b fb 47 34 b1 52 30-b9 c2 45 79 bb 7a 53 e6";"Intel(R) Xeon(R) CPU E5-2690 v3 @ 2.60GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"26";"196";"False";"Volume:GVLK";"47FB2B42-B134-3052-B9C2-4579BB7A53E6";"SEINT2040.win.dom.sandvik.com"
"SEINT2049";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 19:32:17";"Licensed";"2025-10-19 05:53:01";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"0";"False";"False";"256";"SEINT2049";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b d3 7f 5e 3b 0b c7-d7 9d 22 c4 6b 38 f5 84";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"12";"12";"96";"C:\pagefile.sys,F:\pagefile.sys";"False";"32000,384000";"52,13375";"85,14293";"False,False";"Volume:GVLK";"7FD32B42-3B5E-C70B-D79D-22C46B38F584";"SEINT2049.win.dom.sandvik.com"
"SEINT2050";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2025-09-12 18:06:01";"Licensed";"2025-10-19 07:47:19";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"seint2050";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 1e 08 c8 af 3a c0-01 92 5e 9a 05 6e 03 66";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"E:\pagefile.sys";"False";"34816";"0";"0";"False";"Volume:GVLK";"081E2B42-AFC8-C03A-0192-5E9A056E0366";"seint2050.win.dom.sandvik.com"
"SEINT2054";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2022-05-26 10:03:29";"Licensed";"2025-10-19 05:47:19";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"0";"False";"False";"256";"seint2054";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 95 85 e2 72 f5 a9-24 6a fa 45 2d 3e cf 1f";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"16";"16";"64";"C:\pagefile.sys,F:\pagefile.sys";"False";"69632,192000";"17,5858";"54,7483";"False,False";"Volume:GVLK";"85952B42-72E2-A9F5-246A-FA452D3ECF1F";"seint2054.win.dom.sandvik.com"
"SEINT2055";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 19:32:17";"Licensed";"2025-10-19 05:47:24";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"0";"False";"False";"256";"SEINT2055";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b c8 a7 bf 22 7c 81-89 49 b3 e4 57 62 9e 46";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys,E:\pagefile.sys";"False";"17408,32768";"3,94";"21,214";"False,False";"Volume:GVLK";"A7C82B42-22BF-817C-8949-B3E457629E46";"SEINT2055.win.dom.sandvik.com"
"SEINT2056";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-08-11 08:54:43";"Licensed";"2025-10-19 07:16:12";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2056";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b f0 9a 02 25 9f 2d-da ab b0 43 48 24 57 d2";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"435";"589";"False";"Volume:GVLK";"9AF02B42-2502-2D9F-DAAB-B043482457D2";"SEINT2056.win.dom.sandvik.com"
"SEINT2057";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2023-08-11 06:22:24";"Licensed";"2025-10-19 05:53:48";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"0";"False";"False";"256";"SEINT2057";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b e8 a4 ae 28 04 00-aa de 69 25 9c 23 f0 46";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"4096";"241";"419";"False";"Volume:GVLK";"A4E82B42-28AE-0004-AADE-69259C23F046";"SEINT2057.win.dom.sandvik.com"
"SEINT2060";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2023-09-22 12:35:45";"Licensed";"2025-10-29 21:59:00";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2060";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 2e 48 b1 37 a3 a0-52 7f 7c 8a 3a 5c fd 36";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"193";"448";"False";"Volume:GVLK";"482E2B42-37B1-A0A3-527F-7C8A3A5CFD36";"SEINT2060.win.dom.sandvik.com"
"SEINT2062";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2024-03-05 14:52:43";"Licensed";"2025-11-01 08:03:24";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2062";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 5e 93 f2 6d ea 83-5a fd ba 59 f1 b5 9c 8c";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"117";"234";"False";"Volume:GVLK";"935E2B42-6DF2-83EA-5AFD-BA59F1B59C8C";"SEINT2062.win.dom.sandvik.com"
"SEINT2064";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"9/7/2024 7:32:28 AM";"Licensed";"10/25/2025 1:46:03 PM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4163";"60";"False";"False";"256";"SEINT2064";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b b8 00 a6 30 8f 0f-f7 61 e8 51 9a d4 28 4a";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"2659";"555";"598";"False";"Volume:GVLK";"00B82B42-30A6-0F8F-F761-E8519AD4284A";"SEINT2064.win.dom.sandvik.com"
"SEINT2065";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-19 07:24:57";"\Device\HarddiskVolume1";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2065";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 46 a1 30 04 e4 d3-a6 9c d6 2d 5c 15 ce cf";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"16";"16";"32";"C:\pagefile.sys";"False";"4096";"597";"2708";"False";"Volume:GVLK";"A1462B42-0430-D3E4-A69C-D62D5C15CECF";"SEINT2065.win.dom.sandvik.com"
"SEINT2066";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2024-11-26 09:32:03";"Licensed";"2025-10-31 07:09:17";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2066";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 4b eb 95 09 4e 04-86 d8 9f a4 4e d1 a1 40";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"151";"160";"False";"Volume:GVLK";"EB4B2B42-0995-044E-86D8-9FA44ED1A140";"SEINT2066.win.dom.sandvik.com"
"SEINT2067";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2025-02-03 17:40:20";"Licensed";"2025-10-31 07:09:11";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7786";"60";"False";"False";"256";"SEINT2067";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b a8 5e 4a 3a 55 ee-8d a9 9d c2 ab 33 49 f1";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"128";"C:\pagefile.sys";"False";"32768";"12862";"13755";"False";"Volume:GVLK";"5EA82B42-3A4A-EE55-8DA9-9DC2AB3349F1";"SEINT2067.win.dom.sandvik.com"
"SEINT2068";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2025-02-14 13:33:14";"Licensed";"2025-10-19 17:30:37";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\WINDOWS\system32";"C:\WINDOWS";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2068";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 7b 02 14 47 4f 3d-ea 03 83 96 96 de b4 de";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"117";"310";"False";"Volume:GVLK";"027B2B42-4714-3D4F-EA03-839696DEB4DE";"SEINT2068.win.dom.sandvik.com"
"SEINT2069";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-11-01 08:04:55";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2069";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 34 09 2f be 8c 7c-49 0e af a6 ec 58 2f bc";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"32";"C:\pagefile.sys";"False";"4096";"0";"0";"False";"Volume:GVLK";"09342B42-BE2F-7C8C-490E-AFA6EC582FBC";"SEINT2069.win.dom.sandvik.com"
"SEINT2070";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-31 18:03:31";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"seint2070";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b 20 ad ea 56 13 4e-64 e7 ae dd 99 1e 1a a8";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"4096";"248";"292";"False";"Volume:GVLK";"AD202B42-56EA-4E13-64E7-AEDD991E1AA8";"seint2070.win.dom.sandvik.com"
"SEINT2071";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-21 14:46:36";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2071";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT";"VMware-42 2b e3 4c e0 13 92 c3-36 79 76 28 1f ef cb 05";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"8";"8";"32";"C:\pagefile.sys";"False";"4096";"0";"0";"False";"Volume:GVLK";"4CE32B42-13E0-C392-3679-76281FEFCB05";"SEINT2071.win.dom.sandvik.com"
"SEINT2076";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2022 Standard";"0";"20348";"10.0.20348";"2022-01-28 15:01:55";"Licensed";"2025-10-19 17:25:07";"\Device\HarddiskVolume1";"\Device\HarddiskVolume3";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.20348.4294";"60";"False";"False";"256";"SEINT2076";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 5c 68 52 c4 bf b5-54 0f 8f b8 e1 78 9c 4b";"Intel(R) Xeon(R) Gold 6240R CPU @ 2.40GHz";"2";"2";"16";"C:\pagefile.sys";"False";"17408";"64";"265";"False";"Volume:GVLK";"685C2B42-C452-B5BF-540F-8FB8E1789C4B";"SEINT2076.win.dom.sandvik.com"
"SEINT2077";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-20 04:30:05";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2077";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 42 42 7c c2 84 47-65 f8 82 1a 6c 32 de de";"Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz";"8";"8";"48";"C:\pagefile.sys";"False";"51200";"0";"0";"False";"Volume:GVLK";"42422B42-C27C-4784-65F8-821A6C32DEDE";"SEINT2077.win.dom.sandvik.com"
"SEINT2078";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-19 07:47:15";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2078";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b a0 a1 c7 80 28 94-22 bf 41 c1 f4 56 f5 39";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"47";"214";"False";"Volume:GVLK";"A1A02B42-80C7-9428-22BF-41C1F456F539";"SEINT2078.win.dom.sandvik.com"
"SEINT2082";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-19 07:53:02";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"SEINT2082";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 57 8b 1e 31 d2 c7-ff 2e 74 9f 9d 1e 8b 82";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys,F:\pagefile.sys";"False";"17408,25000";"122,149";"122,234";"False,False";"Volume:GVLK";"8B572B42-311E-C7D2-FF2E-749F9D1E8B82";"SEINT2082.win.dom.sandvik.com"
"SEINT2090";"VMware, Inc.";"VMware Virtual Platform";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"12/29/2022 11:37:22 PM";"Licensed";"10/16/2025 5:04:46 AM";"\Device\HarddiskVolume1";"\Device\HarddiskVolume2";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"seint2090";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 39 68 5f de 4b b4-98 03 3b 1d 1f 47 32 74";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"2";"2";"8";"C:\pagefile.sys";"True";"2409";"1346";"1577";"False";"Volume:GVLK";"68392B42-DE5F-B44B-9803-3B1D1F473274";"seint2090.win.dom.sandvik.com"
"SEINT2091";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2022-08-22 16:02:51";"Licensed";"2025-10-26 16:26:07";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"seint2091";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 92 b5 ca cc 5a d5-9c 76 cf 9c 1c 1f 5d 18";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"16";"C:\pagefile.sys";"False";"17408";"47";"301";"False";"Volume:GVLK";"B5922B42-CCCA-D55A-9C76-CF9C1C1F5D18";"seint2091.win.dom.sandvik.com"
"SEINT2092";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2022-08-22 16:13:16";"Licensed";"2025-10-26 15:26:19";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"0";"False";"False";"256";"seint2092";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b e2 e4 5f 2f e1 3d-9d 25 7b 8f 58 40 42 6a";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"6";"6";"16";"C:\pagefile.sys";"False";"17408";"185";"368";"False";"Volume:GVLK";"E4E22B42-2F5F-3DE1-9D25-7B8F5840426A";"seint2092.win.dom.sandvik.com"
"SEINT2093";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"9/8/2022 12:12:03 PM";"Licensed";"10/19/2025 3:02:20 PM";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"seint2093";"Member Server";"LM_Workstation,LM_Server,Print,NT,Server_NT";"VMware-42 2b b2 78 2a 09 00 d2-25 13 cf 39 b1 c8 57 64";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"4";"4";"64";"C:\pagefile.sys";"False";"69632";"0";"0";"False";"Volume:GVLK";"78B22B42-092A-D200-2513-CF39B1C85764";"seint2093.win.dom.sandvik.com"
"SEINT2096";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2022-08-29 19:53:50";"Licensed";"2025-10-19 05:47:16";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"0";"False";"False";"256";"seint2096";"Member Server";"LM_Workstation,LM_Server,NT,Server_NT";"VMware-42 2b 50 8b 1a 03 ee da-21 22 fa bf f2 26 28 64";"Intel(R) Xeon(R) Platinum 8280L CPU @ 2.70GHz";"12";"12";"64";"C:\pagefile.sys,F:\pagefile.sys";"False";"16000,192000";"21,5450";"810,5844";"False,False";"Volume:GVLK";"8B502B42-031A-DAEE-2122-FABFF2262864";"seint2096.win.dom.sandvik.com"
"SEINT2098";"VMware, Inc.";"VMware7,1";"Microsoft Windows Server 2019 Standard";"0";"17763";"10.0.17763";"2021-10-21 21:32:17";"Licensed";"2025-10-20 04:09:50";"\Device\HarddiskVolume2";"\Device\HarddiskVolume4";"C:\Windows\system32";"C:\Windows";"64-bit";"5.1.17763.7919";"60";"False";"False";"256";"Seint2098";"Member Server";"LM_Workstation,LM_Server,SQLServer,NT,Server_NT,Potential_Browser";"VMware-42 2b 2d ac 43 ed 7c 7f-f3 6f 9e 6a 2a 0c 14 c8";"Intel(R) Xeon(R) Silver 4216 CPU @ 2.10GHz";"8";"8";"32";"C:\pagefile.sys";"False";"34816";"128";"499";"False";"Volume:GVLK";"AC2D2B42-ED43-7F7C-F36F-9E6A2A0C14C8";"Seint2098.win.dom.sandvik.com"
