"MachineName";"DeviceID";"VolumeName";"SizeGb";"FreeSpaceGb";"FreeSpace(%)";"VolumeSerialNumber";"Description";"Compressed";"VolumeDirty";"SupportsDiskQuotas";"DiskQueueLength"
"frdnt59";"E:";"Data";"4000";"1258.02";"31.45%";"40EA967D";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt59";"F:";"SCCM";"2000";"1999.8";"99.99%";"8C085D59";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt59";"P:";"Pagefile";"200";"165.9";"82.95%";"6686422E";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt59";"Q:";"QNAP";"4469";"1794.29";"40.15%";"E0787740";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt60";"C:";"Windows";"151";"93.31";"62.10%";"645398B2";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt60";"D:";"Kyndryl";"50";"45.66";"91.32%";"4A5A29FD";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt60";"E:";"Data";"9000";"1909.64";"21.22%";"463C5626";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt60";"F:";"SCCM";"2000";"733.33";"36.67%";"BE6191EB";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt60";"K:";"MS Backup";"30";"29.93";"99.77%";"A0FA117A";"Local Fixed Disk";"False";"False";"True";"0"
"frdnt60";"L:";"Veeam_STG";"18016";"3837.83";"21.30%";"4AEB709C";"Local Fixed Disk";"False";"False";"False";"0"
"frdnt60";"P:";"Pagefile";"200";"103.9";"51.95%";"28764BE1";"Local Fixed Disk";"False";"False";"True";"0"
"frint17";"C:";"System";"290";"63.86";"22.02%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"frint17";"D:";"IBM";"15";"6.73";"44.87%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"frint17";"E:";"AppData";"150";"83.89";"55.93%";"5C31A0DA";"Local Fixed Disk";"False";"False";"True";"0"
"frint34";"C:";"SYSTEM";"170";"32.48";"19.11";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0.01"
"frint34";"D:";"IBM";"15";"13.51";"90.07";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"frint34";"E:";"New Volume";"80";"31.3";"39.13";"98387A1E";"Local Fixed Disk";"False";"False";"True";"0"
"frint34";"F:";"New Volume";"80";"58.22";"72.78";"7EBC39E2";"Local Fixed Disk";"False";"False";"True";"0"
"frint36";"C:";"SYSTEM";"120";"72.31";"60.53%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"frint36";"D:";"IBM";"50";"28.9";"57.80%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"frint36";"E:";"Applications";"120";"99.56";"83.06%";"E0C49513";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"C:";"SYSTEM";"120";"65.37";"54.48";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"D:";"IBM";"20";"6.16";"30.80";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"E:";"System DB";"30";"23.49";"78.64";"AAA29507";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"F:";"TempDB";"30";"25.8";"86.37";"2A0BB27C";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"G:";"TempLog";"20";"18.82";"94.72";"6044368A";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"H:";"UserDB";"80";"61.66";"77.20";"62A9C36D";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"J:";"UserLog";"80";"69.72";"87.29";"7CCD4EC2";"Local Fixed Disk";"False";"False";"True";"0"
"frint37";"N:";"Application Data ";"80";"61.81";"77.39";"E62D8FDE";"Local Fixed Disk";"False";"False";"True";"0"
"frint38";"C:";"SYSTEM";"120";"74.53";"62.39%";"F0211FA4";"Local Fixed Disk";"False";"False";"True";"0"
"frint38";"D:";"IBM";"15";"13.03";"86.87%";"9EC17C4F";"Local Fixed Disk";"False";"False";"True";"0"
"frint38";"E:";"Data";"60";"59.15";"98.58%";"A68A29F9";"Local Fixed Disk";"False";"False";"True";"0"
"frint40";"C:";"Windows";"150";"109.25";"73.13%";"2048FB6A";"Local Fixed Disk";"False";"False";"True";"0.02"
"frint40";"D:";"New Volume";"15";"14.73";"98.33%";"1A30B287";"Local Fixed Disk";"False";"False";"True";"0"
"frint40";"E:";"Applications";"60";"36.52";"60.89%";"664C9E40";"Local Fixed Disk";"False";"False";"True";"0"
"frint42";"C:";"Windows";"120";"75,1";"62,90";"2048FB6A";"Local Fixed Disk";"False";"False";"True";"0"
"frint42";"D:";"IBM";"15";"14,62";"97,60";"92DAAFF6";"Local Fixed Disk";"False";"False";"True";"0"
"frint42";"E:";"App";"50";"43,3";"86,63";"42FC1C54";"Local Fixed Disk";"False";"False";"True";"0"
"frint42";"F:";"Data";"30";"22,66";"75,58";"3A28E0D2";"Local Fixed Disk";"False";"False";"True";"0"
"frint43";"C:";"Windows";"150";"106.8";"71.49%";"2048FB6A";"Local Fixed Disk";"False";"False";"True";"0"
"frint43";"D:";"New Volume";"15";"13.05";"87.12%";"02F6A296";"Local Fixed Disk";"False";"False";"True";"0"
"frint44";"C:";"Windows";"150";"115.16";"76.77%";"6067DF60";"Local Fixed Disk";"False";"False";"True";"0"
"frint44";"D:";"Kyndryl";"50";"47.14";"94.28%";"E25E8BB8";"Local Fixed Disk";"False";"False";"True";"0"
"frint44";"E:";"Data";"2000";"1192.35";"59.62%";"945E1A57";"Local Fixed Disk";"False";"False";"True";"0"
"frint44";"F:";"New Volume";"2000";"1999.8";"99.99%";"E68C41AC";"Local Fixed Disk";"False";"False";"True";"0"
"frint44";"L:";"Veeam_STG";"7172";"6311.5";"88.01%";"1EE5F02B";"Local Fixed Disk";"False";"False";"False";"0"
"frint44";"P:";"Page File";"200";"103.9";"51.95%";"7AE9A429";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"C:";"Windows";"150";"93,45";"62,55";"AC45E561";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"D:";"IBM";"50";"31,87";"63,77";"84AB12F7";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"E:";"System ";"30";"27,18";"90,66";"54984C39";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"F:";"TempDB ";"20";"14,93";"74,72";"1A83EF9B";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"G:";"TempLog ";"10";"8,94";"89,58";"7EAE1272";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"H:";"UserDB ";"200";"192,22";"96,12";"0CC05090";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"J:";"UserLog";"30";"28,92";"96,46";"2EDBB7EF";"Local Fixed Disk";"False";"False";"True";"0"
"frint49";"N:";"Streamline ";"120";"110,22";"91,87";"F0F61815";"Local Fixed Disk";"False";"False";"True";"0"
"frint50";"C:";"SYSTEM";"150";"110,63";"74,06";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"frint50";"D:";"Kyndryl";"15";"13,63";"90,99";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint50";"E:";"Data";"60";"57,37";"95,65";"BC97540D";"Local Fixed Disk";"False";"False";"True";"0"
"frint51";"C:";"SYSTEM";"250";"113,74";"45,52";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"frint51";"D:";"Kyndryl";"15";"13,35";"89,12";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint51";"E:";"New Volume";"600";"406,74";"67,79";"5A0AAF95";"Local Fixed Disk";"False";"False";"True";"0"
"frint53";"C:";"SYSTEM";"150";"83,75";"56,07";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"frint53";"D:";"Kyndryl";"15";"13,53";"90,32";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint53";"E:";"Data";"120";"86,57";"72,15";"D4BBDF76";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"C:";"SYSTEM";"150";"84,19";"56,36";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"D:";"Kyndryl";"15";"4,66";"31,11";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"E:";"System";"30";"13,87";"46,26";"0C717DBB";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"F:";"TempDB";"20";"15,93";"79,73";"52537AF5";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"G:";"Templog";"10";"8,95";"89,68";"A06D442D";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"H:";"UserDB";"100";"50,75";"50,76";"5CAF25C3";"Local Fixed Disk";"False";"False";"True";"0"
"frint54";"J:";"UserLog";"30";"26,01";"86,76";"CAE8DCC6";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"C:";"SYSTEM";"150";"107,6";"72,04";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"D:";"Kyndryl";"15";"7,13";"47,60";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"E:";"System";"30";"27,22";"90,79";"CA283A79";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"F:";"TempDB";"20";"15,93";"79,73";"527C750E";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"G:";"TempLog";"10";"8,95";"89,68";"96CA40AC";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"H:";"UserDB";"200";"197,28";"98,65";"00F63E46";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"J:";"UserLog";"30";"28,92";"96,46";"82275828";"Local Fixed Disk";"False";"False";"True";"0"
"frint55";"N:";"Applications";"60";"51,54";"85,93";"64FAAD23";"Local Fixed Disk";"False";"False";"True";"0"
"frint58";"C:";"SYSTEM";"150";"116,6";"78,06";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"frint58";"D:";"Kyndryl";"15";"13,33";"88,99";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint58";"E:";"Application";"30";"26,72";"89,13";"C8C4CE77";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"C:";"SYSTEM";"150";"115,05";"77,02";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0,01"
"frint59";"D:";"Kyndryl";"15";"9,79";"65,35";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"E:";"System";"30";"25,74";"85,86";"6ED71510";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"F:";"TempDB";"20";"15,93";"79,73";"6216E195";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"G:";"TempLog";"10";"8,95";"89,68";"684E01CF";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"H:";"UserDB";"35";"17,63";"50,40";"CA8D7F10";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"J:";"UserLog";"30";"20,62";"68,78";"42D22D26";"Local Fixed Disk";"False";"False";"True";"0"
"frint59";"N:";"Applications";"40";"12,17";"30,43";"6A3DA798";"Local Fixed Disk";"False";"False";"True";"0"
"frtnt5";"C:";"System";"120";"29.26";"24.55%";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"frtnt5";"D:";"IBM";"15";"10.49";"69.93%";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"frtnt5";"E:";"AppData";"165";"77.67";"47.07%";"7C6CF07F";"Local Fixed Disk";"False";"False";"True";"0"
"gbdnt74";"C:";"SYSTEM";"99";"24.61";"24.87%";"542C9DC9";"Local Fixed Disk";"False";"False";"True";"0"
"gbdnt74";"D:";"IBM";"36";"8.11";"22.53%";"CAA0E0E2";"Local Fixed Disk";"False";"False";"True";"0"
"gbdnt74";"E:";"OMU Live";"557";"308.33";"55.38%";"0661BC1C";"Local Fixed Disk";"False";"False";"True";"0"
"gbdnt74";"F:";"OMU Dev";"4187";"2335.35";"55.79%";"9044763F";"Local Fixed Disk";"False";"False";"True";"0"
"gbdnt74";"N:";"Backup Disk";"10701";"2421.73";"22.63%";"FCF2D06D";"Local Fixed Disk";"False";"False";"True";"0"
"gbint04";"C:";"";"355";"264.3";"74.58%";"8EBEF7D3";"Local Fixed Disk";"False";"False";"True";"0"
"gbint04";"D:";"Temp";"49";"40.87";"83.70%";"9C48E37D";"Local Fixed Disk";"False";"False";"True";"0"
"gbint04";"K:";"Kyndryl Data";"50";"47.13";"94.26%";"72C14BEB";"Local Fixed Disk";"False";"False";"True";"0"
"gbint04";"N:";"Data";"5584";"4408.94";"78.97%";"48BDE14E";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"C:";"Windows";"150";"111.72";"74.69%";"22AF9AA6";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"D:";"Kyndryl";"50";"43.95";"87.90%";"9AF532DC";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"G:";"TSM Log";"162";"161.73";"99.94%";"F8A56BCB";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"H:";"TSM DB";"127";"94.3";"74.63%";"0AECC7E8";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"I:";"TSM Arc Log";"101";"98.37";"97.68%";"8A0BD374";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"J:";"TSM STG";"2259";"2258.53";"99.99%";"CA9BE409";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"K:";"MS Backup";"35";"34.07";"99.77%";"982DB848";"Local Fixed Disk";"False";"False";"True";"0"
"gbint14";"L:";"Veeam_STG";"8490";"6907.14";"81.36%";"EA9D94C1";"Local Fixed Disk";"False";"False";"False";"0.26"
"gbint14";"P:";"Pagefile";"200";"103.9";"51.95%";"667D8D46";"Local Fixed Disk";"False";"False";"True";"0"
"gbint17";"C:";"Windows";"150";"107.22";"71.81%";"9CEC1ED4";"Local Fixed Disk";"False";"False";"True";"0"
"gbint17";"D:";"Kyndryl";"50";"49.37";"98.74%";"464085F4";"Local Fixed Disk";"False";"False";"True";"0"
"gbint17";"E:";"DATA";"3000";"2994.22";"99.81%";"7C9E2385";"Local Fixed Disk";"False";"False";"True";"0"
"gbint17";"F:";"SCCM";"2000";"1245.42";"62.27%";"B68D2002";"Local Fixed Disk";"False";"False";"True";"0"
"gbint17";"K:";"";"35";"34.15";"99.80%";"2E061CDC";"Local Fixed Disk";"False";"False";"True";"0"
"gbint17";"L:";"Veeam_STG";"15074";"14041.02";"93.15%";"285791EA";"Local Fixed Disk";"False";"False";"False";"0"
"gbint17";"P:";"Pagefile";"200";"103.9";"51.95%";"58AEDF5D";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"C:";"SYSTEM";"99";"19.89";"20.10%";"C4CAC066";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"D:";"IBM";"54";"8.63";"16.14%";"0C5CE9B9";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"E:";"systemDB";"30";"9.22";"30.73%";"1233ECA5";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"F:";"tempDB";"80";"75.64";"94.55%";"4856BDF1";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"G:";"tempLOG";"15";"7.99";"53.27%";"2476DA33";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"H:";"userDB";"557";"288.2";"51.76%";"644FFDA9";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"J:";"userLOG";"279";"197.7";"71.03%";"C0682688";"Local Fixed Disk";"False";"False";"True";"0"
"gbint3";"N:";"AppDATA";"557";"126.55";"22.73%";"947E1735";"Local Fixed Disk";"False";"False";"True";"0"
"indlns2";"C:";"Windows";"150";"40.53";"27.13%";"843D46CB";"Local Fixed Disk";"False";"False";"True";"0.03"
"indlns2";"D:";"New Volume";"2500";"1884.24";"75.37%";"CED233E3";"Local Fixed Disk";"False";"False";"True";"0"
"indlns2";"E:";"New Volume";"278";"266.83";"95.98%";"9EE47C74";"Local Fixed Disk";"False";"False";"True";"0"
"indnt67";"C:";"Windows";"301";"256.04";"85.23%";"FC238192";"Local Fixed Disk";"False";"False";"True";"0"
"indnt67";"D:";"Kyndryl";"51";"39.17";"78.26%";"3AEAE049";"Local Fixed Disk";"False";"False";"True";"0"
"indnt67";"E:";"Data";"3585";"2672.06";"74.55%";"70ADE082";"Local Fixed Disk";"False";"False";"True";"0"
"indnt67";"L:";"VeeamRepository";"10240";"9660.29";"94.34%";"807598B3";"Local Fixed Disk";"False";"False";"False";"0"
"indnt76";"C:";"Windows";"352";"135.44";"38.49%";"4EA3DFD7";"Local Fixed Disk";"False";"False";"True";"0"
"indnt76";"D:";"Kyndryl Data";"50";"43.47";"86.94%";"7A342710";"Local Fixed Disk";"False";"False";"True";"0"
"indnt76";"E:";"AppData";"3500";"615.29";"17.58%";"AC062C42";"Local Fixed Disk";"False";"False";"True";"0"
"indnt76";"L:";"VeeamSTG";"15640";"3308.06";"21.15%";"A86C2297";"Local Fixed Disk";"False";"False";"False";"0"
"inint1";"C:";"SYSTEM";"90";"43.8";"48.91";"B28339F1";"Local Fixed Disk";"False";"False";"True";"0"
"inint1";"D:";"IBM";"50";"40.87";"81.79";"B636A018";"Local Fixed Disk";"False";"False";"True";"0"
"inint1";"E:";"AppData";"2048";"1692.09";"82.63";"A4F3D474";"Local Fixed Disk";"False";"False";"True";"0"
"inint1";"F:";"AppData2";"20";"19.81";"99.70";"8CFFCC1B";"Local Fixed Disk";"False";"False";"True";"0"
"inint1";"G:";"AppData P96";"1536";"343.59";"22.37";"32C99659";"Local Fixed Disk";"False";"False";"True";"0"
"inint1";"K:";"AppData Q96";"1000";"995.32";"99.54";"5671DC7A";"Local Fixed Disk";"False";"False";"True";"0"
"inint2";"C:";"SYSTEM";"95";"17.51";"18.52";"B28339F1";"Local Fixed Disk";"False";"False";"True";"0.02"
"inint2";"D:";"IBM";"50";"41.32";"82.69";"B636A018";"Local Fixed Disk";"False";"False";"True";"0"
"inint2";"E:";"AppData";"300";"237.79";"79.30";"CA2EE991";"Local Fixed Disk";"False";"False";"True";"0"
"inint2";"R:";"NXPLM";"1741";"266.43";"15.31";"A6BC8C23";"Local Fixed Disk";"False";"False";"True";"0"
"inint31";"C:";"System";"150";"67.24";"44.96";"74FDA153";"Local Fixed Disk";"False";"False";"True";"0"
"inint31";"D:";"IBM";"50";"34.23";"68.46";"AC0F3F54";"Local Fixed Disk";"False";"False";"True";"0"
"inint31";"F:";"SCCM";"3072";"1870.2";"60.88";"30F7D497";"Local Fixed Disk";"False";"False";"True";"0"
"inint79";"C:";"Windows";"150";"102.74";"68.77%";"2048FB6A";"Local Fixed Disk";"False";"False";"True";"0.01"
"inint79";"D:";"New Volume";"15";"13.92";"92.92%";"54AAD8E7";"Local Fixed Disk";"False";"False";"True";"0"
"inint79";"E:";"New Volume";"3072";"341.15";"11.11%";"A460AF79";"Local Fixed Disk";"False";"False";"True";"0"
"inint80";"C:";"Windows";"150";"70.39";"47.01%";"12CA2A07";"Local Fixed Disk";"False";"False";"True";"0"
"inint80";"D:";"Kyndryl";"50";"34.95";"69.90%";"78385329";"Local Fixed Disk";"False";"False";"True";"0"
"inint80";"E:";"Data";"11172";"6040.15";"54.07%";"885CD44F";"Local Fixed Disk";"False";"False";"True";"0"
"inint80";"P:";"Pagefile";"150";"53.9";"35.93%";"F43C5037";"Local Fixed Disk";"False";"False";"True";"0"
"inint84";"C:";"Windows";"150";"86,7";"58,03";"AC45E561";"Local Fixed Disk";"False";"False";"True";"0"
"inint84";"D:";"New Volume";"15";"4,42";"29,51";"84AB12F7";"Local Fixed Disk";"False";"False";"True";"0"
"inint84";"E:";"E Drive";"256";"204,1";"79,73";"66673A3C";"Local Fixed Disk";"False";"False";"True";"0"
"inint89";"C:";"SYSTEM";"200";"128.34";"64.21%";"C267EDBA";"Local Fixed Disk";"False";"False";"True";"0"
"inint89";"D:";"Kyndryl";"15";"13.79";"92.06%";"E6D96379";"Local Fixed Disk";"False";"False";"True";"0"
"inint89";"E:";"WAN";"700";"680.47";"97.21%";"6A9013CF";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"C:";"SYSTEM";"120";"37.3";"31.08";"5E420065";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"D:";"IBM";"15";"3.58";"23.87";"F0F11C1E";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"E:";"SQLSystem";"30";"22.1";"73.67";"BC361173";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"F:";"TempDB";"80";"26.44";"33.05";"8A620D44";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"G:";"UserDB";"15";"10.92";"72.80";"B0876D31";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"H:";"UserDB";"570";"332.82";"58.40";"D297B2E4";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"J:";"UserLog";"200";"26.68";"13.34";"5A537691";"Local Fixed Disk";"False";"False";"True";"0"
"jpdnt30";"N:";"AppData";"20";"17.79";"88.95";"F2DED7E1";"Local Fixed Disk";"False";"False";"True";"0"
"myint1";"C:";"";"397";"341.89";"86.20%";"E8314B6F";"Local Fixed Disk";"False";"False";"True";"0"
"myint1";"D:";"Kyndryl Tools";"50";"49.9";"99.80%";"9810E40A";"Local Fixed Disk";"False";"False";"True";"0"
"myint1";"E:";"App";"1788";"1739.75";"97.33%";"90CDBC91";"Local Fixed Disk";"False";"False";"True";"0"
"myint1";"L:";"VEEAM REPOSITORY";"4470";"4206.04";"94.10%";"DE10886D";"Local Fixed Disk";"False";"False";"False";"0"
"nldhnt85";"C:";"";"120";"76.63";"64.18%";"56A6DE29";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt85";"D:";"Data";"120";"110.89";"92.42%";"50937D19";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt86";"C:";"";"120";"59.46";"49.80%";"34C645B7";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt86";"D:";"New Volume";"120";"119.23";"99.37%";"C695F353";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt87";"C:";"";"120";"77.49";"64.90%";"02E4A2A6";"Local Fixed Disk";"False";"False";"True";"0.01"
"nldhnt87";"D:";"New Volume";"120";"119.88";"99.92%";"98C801E6";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt88";"C:";"";"120";"74.66";"62.53%";"A47F8845";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt88";"D:";"New Volume";"120";"119.35";"99.47%";"6878D539";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt89";"C:";"";"120";"79.82";"66.85%";"8EC34D82";"Local Fixed Disk";"False";"False";"True";"0"
"nldhnt89";"D:";"Data";"256";"81.83";"31.97%";"52B68EE3";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"C:";"SYSTEM";"200";"147.27";"73.76";"4A21E3D1";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"D:";"IBM";"79";"47.82";"60.93";"C07C0469";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"E:";"DATA";"1994";"1960.16";"98.33";"CC57D0A4";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"F:";"SCCM";"3000";"1650.34";"55.01";"0A35C58D";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"G:";"TSM Log";"279";"278.22";"99.96";"9C289593";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"H:";"TSM Db";"557";"556.65";"99.97";"8E1F52D7";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"I:";"TSM Arc Log";"500";"499.84";"99.97";"DE1502B8";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"J:";"TSM STG";"2012";"2011.41";"99.99";"C0080A09";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"K:";"MS Backup";"30";"29.92";"99.73";"424948C6";"Local Fixed Disk";"False";"False";"True";"0"
"noint6";"L:";"TSM STG";"1024";"1023.79";"99.98";"68FF823F";"Local Fixed Disk";"False";"False";"True";"0"
"noint8";"C:";"Windows";"150";"94.79";"63.19%";"12ED53A6";"Local Fixed Disk";"False";"False";"True";"0"
"noint8";"D:";"Kyndryl";"50";"48.01";"96.02%";"62B059CE";"Local Fixed Disk";"False";"False";"True";"0"
"noint8";"E:";"DATA";"2469";"1141.77";"46.25%";"444D20F3";"Local Fixed Disk";"False";"False";"True";"0"
"noint8";"F:";"SCCM";"1468";"1446.92";"98.57%";"2A44C774";"Local Fixed Disk";"False";"False";"True";"0"
"noint8";"K:";"MS_BACKUP";"35";"34.15";"99.80%";"9A90CA87";"Local Fixed Disk";"False";"False";"True";"0"
"noint8";"L:";"VeeamSTG";"7201";"5720.25";"79.44%";"427417CC";"Local Fixed Disk";"False";"False";"False";"0"
"noint8";"P:";"PageFile";"200";"103.9";"51.95%";"72C90CEA";"Local Fixed Disk";"False";"False";"True";"0"
"plbnt02";"C:";"OS";"147";"106.52";"72.70";"F8A85A78";"Local Fixed Disk";"False";"False";"True";"0"
"plbnt02";"D:";"IBM Standard";"132";"123";"93.46";"12DD8CAB";"Local Fixed Disk";"False";"False";"True";"0"
"plbnt02";"E:";"New Volume";"2512";"1986.92";"79.11";"4AFE5903";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"C:";"Windows";"150";"118.77";"79.18%";"9881E10F";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"D:";"Kyndryl";"50";"49.71";"99.42%";"C0A25BE8";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"E:";"Data";"3000";"2999.77";"99.99%";"E00EBEF0";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"F:";"SCCM";"2000";"1999.8";"99.99%";"0214117B";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"G:";"Data1";"2000";"1999.8";"99.99%";"D61F8E54";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"H:";"Veeam_Conf";"500";"499.7";"99.94%";"225BA7A8";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"I:";"Veeam_stg";"17374";"15678.28";"90.24%";"3C68ABD7";"Local Fixed Disk";"False";"False";"True";"0"
"plint12";"P:";"PageFile";"200";"103.9";"51.95%";"E0B3FA66";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"C:";"SYSTEM";"99";"38.19";"38.64%";"0AA83595";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"D:";"IBM";"36";"10.2";"28.34%";"AEEAF1BF";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"E:";"Data";"2994";"1503.03";"50.21%";"845B0D3B";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"F:";"SCCM";"2000";"736.61";"36.83%";"940A8E63";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"G:";"Veeam_WAN";"136";"122.1";"89.88%";"52381817";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"J:";"Veeam_STG";"11722";"4295.25";"36.64%";"C00C57DA";"Local Fixed Disk";"False";"False";"False";"0"
"plint1";"K:";"Ms Backup";"30";"29.91";"99.70%";"7439F349";"Local Fixed Disk";"False";"False";"True";"0"
"plint1";"L:";"DATA2";"2512";"2490.38";"99.15%";"44C3E559";"Local Fixed Disk";"False";"False";"True";"0"
"plint8";"C:";"System";"200";"113.93";"56.97";"40D1346E";"Local Fixed Disk";"False";"False";"True";"0"
"plint8";"D:";"IBM";"172";"152.94";"89.40";"B6B21959";"Local Fixed Disk";"False";"False";"True";"0"
"plint8";"E:";"SQL SystemDB";"300";"234.06";"78.02";"AA4C177D";"Local Fixed Disk";"False";"False";"True";"0"
"plint8";"F:";"TempDB";"100";"90.89";"90.89";"36C1C9C3";"Local Fixed Disk";"False";"False";"True";"0"
"plint8";"G:";"TempLog";"100";"98.89";"98.89";"52F11DB2";"Local Fixed Disk";"False";"False";"True";"0"
